source_text,target_glyphs,source_len,target_len,categories,pair_id
na motu haere ana kou rakau o ma e,g001 g001 g019 g055 g102 g006 g017 g001 g096 g006,9,10,det noun verb part det noun det part det,97741
tahi a matangi hoki no he,g071 g008 g016 g051 g097 g001 g001,6,7,num det noun verb part det,97742
tena tangata kai ki te tamaiti na ana raa i tangata,g002 g029 g051 g051 g096 g001 g016 g098 g036 g017 g097 g097 g020,11,13,det noun verb part det noun part noun noun part noun,97743
nga maunga haere ha_tekau tangata i e vahine vahine nga motu raa,g006 g018 g068 g074 g040 g104 g001 g016 g017 g017 g015 g017 g017 g017,12,14,det noun verb num noun part det noun noun det noun noun,97744
i te waha haere ki taku maa te o ki te ei haere,g097 g001 g001 g016 g016 g016 g056 g100 g001 g017 g001 g014 g096 g004 g098 g062 g062,13,17,part det noun verb part det noun det det part det part verb,97745
te tangata haere ra taua vahine o te ki tamaiti,g001 g040 g051 g051 g097 g003 g016 g001 g001 g001 g096 g016,10,12,det noun verb part det noun det det part noun,97746
tena tangata haere rua maa atu haere vahine kai tamaiti te,g002 g029 g051 g071 g042 g096 g068 g029 g053 g023 g001,11,11,det noun verb num noun part verb noun verb noun det,97747
te matangi haere va ana ei huri,g011 g017 g060 g075 g016 g102 g051,7,7,det noun verb num noun part verb,97748
na tangata inu rua_tekau ika mai te ana,g002 g030 g030 g054 g072 g021 g100 g002 g103,8,9,det noun verb num noun part det part,97749
a tangata tuku to,g002 g018 g054 g096,4,4,det noun verb part,97750
te vahine kite toru tamaiti no,g002 g002 g019 g056 g072 g072 g019 g096,6,8,det noun verb num noun part,97751
na hare kai,g001 g016 g051,3,3,det noun verb,97752
o ika haere i te tamaiti ki i tau he,g012 g017 g051 g101 g004 g016 g096 g098 g002 g002 g002 g002,10,12,det noun verb part det noun part part det det,97753
i a matangi taka pe o tamaiti ika,g096 g007 g030 g051 g096 g002 g016 g017 g017,8,9,part det noun verb part det noun noun,97754
ka tamaiti haere,g015 g016 g051,3,3,det noun verb,97755
tau tangata haere i Ngaara,g004 g019 g053 g096 g086,5,5,det noun verb part name,97756
e motu kite i a moana i vahine te ake te te,g010 g016 g051 g098 g009 g017 g098 g016 g001 g097 g002 g001,12,12,det noun verb part det noun part noun det part det det,97757
e tangata haere mo ona vahine ei,g002 g020 g060 g102 g001 g016 g101,7,7,det noun verb part det noun part,97758
Ngaara Koihu haere,g081 g082 g051,3,3,name name verb,97759
takua hue mai te maunga kume,g003 g034 g097 g097 g001 g001 g016 g053,6,8,det noun part det noun verb,97760
tahi nga tangata kite mai he manu i,g072 g001 g037 g037 g052 g099 g001 g016 g098 g098,8,10,num det noun verb part det noun part,97761
te vahine haere i ko tangata ana i na,g003 g016 g055 g101 g006 g016 g098 g098 g098 g098,9,10,det noun verb part det noun part part part,97762
tau tangata moe ha,g002 g018 g051 g072,4,4,det noun verb num,97763
toa teia maa haere ra tau tamaiti ei ora,g105 g002 g016 g051 g096 g003 g017 g096 g051,9,9,part det noun verb part det noun part verb,97764
Hotu noho ko tamaiti ki na i no tangata tangata atu,g090 g058 g009 g020 g099 g002 g101 g096 g018 g017 g096 g096,11,12,name verb det noun part det part part noun noun part,97765
Makemake Matua mate te tamaiti i tonu maunga te ki ki,g081 g081 g054 g001 g017 g017 g100 g096 g035 g035 g011 g096 g096 g096 g096,11,15,name name verb det noun part part noun det part part,97766
taku tangata mate mai te tangata,g001 g020 g064 g099 g002 g022,6,6,det noun verb part det noun,97767
ki ka tamaiti inu ki tau tangata,g098 g006 g019 g051 g102 g001 g001 g001 g016,7,9,part det noun verb part det noun,97768
Hotu tae te ika,g082 g082 g068 g010 g020,4,5,name verb det noun,97769
te tangata noho va,g004 g018 g053 g072,4,4,det noun verb num,97770
Matua haere na titi ki huti tamaiti i,g084 g051 g001 g017 g097 g055 g016 g098,8,8,name verb det noun part verb noun part,97771
tau tamaiti hana ki nga tamaiti i tau,g007 g017 g052 g102 g005 g017 g098 g003,8,8,det noun verb part det noun part det,97772
ka ika haere na nga tangata i vahine maunga,g001 g048 g048 g055 g098 g003 g016 g099 g016 g017,9,10,det noun verb part det noun part noun noun,97773
ha he vahine inu toa te muri haere moana tamaiti te tangata,g071 g071 g001 g016 g057 g057 g096 g096 g008 g025 g051 g016 g025 g002 g037 g037,12,16,num det noun verb part det noun verb noun noun det noun,97774
Hotu Ika haere he ika i mo,g090 g089 g060 g002 g020 g101 g096,7,7,name name verb det noun part part,97775
aku ika noho te tamaiti kume ma te tangata i ko haere i,g001 g001 g016 g016 g052 g004 g016 g059 g097 g001 g021 g097 g009 g009 g056 g096,13,16,det noun verb det noun verb part det noun part det verb part,97776
tau ika hahau i te tangata i haere mo ora ma te,g007 g016 g054 g098 g003 g017 g098 g051 g100 g100 g036 g097 g001,12,13,det noun verb part det noun part verb part noun part det,97777
he vahine hele i Hotu ki kore,g001 g022 g057 g057 g097 g092 g096 g096 g096 g025,7,10,det noun verb part name part noun,97778
atu ona tamaiti haere ki taua ihu raa kai i mua noho he,g096 g002 g002 g002 g019 g056 g100 g002 g023 g017 g017 g056 g097 g031 g061 g005,13,16,part det noun verb part det noun noun verb part noun verb det,97779
i tau maa kai na he,g097 g011 g046 g046 g052 g097 g001,6,7,part det noun verb part det,97780
Tangaroa haere ko ua i po,g092 g063 g005 g016 g016 g016 g097 g044,6,8,name verb det noun part noun,97781
te tangata haere i tau tamaiti te noho nga tangata ki to tangata moana,g002 g016 g067 g098 g003 g016 g001 g053 g006 g021 g105 g104 g104 g021 g039,14,15,det noun verb part det noun det verb det noun part part noun noun,97782
tau tangata haere toruteke tangata ana tangata ona manu tangata te na,g007 g018 g068 g071 g040 g096 g096 g017 g007 g016 g032 g002 g002,12,13,det noun verb num noun part noun det noun noun det det,97783
o tangata haere teia tangata makemake,g001 g020 g060 g002 g050 g055,6,6,det noun verb det noun verb,97784
Maui Rongo haere nga tangata mo na noho ona tangata,g081 g081 g082 g051 g004 g016 g096 g098 g051 g002 g022,10,11,name name verb det noun part part verb det noun,97785
Hotu kai mou ika ki he te mo tonu haere he pe,g090 g052 g003 g022 g103 g001 g001 g001 g001 g096 g097 g060 g004 g096,12,14,name verb det noun part det det part part verb det part,97786
Hotu noho te rima ei te o tamaiti ki maa vahine atu paea i,g081 g051 g009 g016 g096 g096 g001 g096 g016 g096 g041 g028 g101 g018 g098,14,15,name verb det noun part det part noun part noun noun part noun part,97787
te raa haere i,g004 g017 g061 g096,4,4,det noun verb part,97788
a maa kai,g006 g016 g051,3,3,det noun verb,97789
te tangata moe i na tangata i hula hoki mai tana atu tangata,g012 g012 g012 g019 g055 g099 g010 g018 g098 g061 g051 g096 g006 g006 g097 g025,13,16,det noun verb part det noun part verb verb part det part noun,97790
Riri noho he,g083 g051 g001,3,3,name verb det,97791
mai Hotu noho toru tangata,g096 g081 g051 g078 g017,5,5,part name verb num noun,97792
i e tangata haere o nga tangata,g101 g005 g021 g021 g051 g099 g001 g016,7,8,part det noun verb part det noun,97793
na ika nue i tau tangata toa na,g002 g033 g052 g097 g004 g016 g096 g001,8,8,det noun verb part det noun part det,97794
teia tangata haere,g003 g021 g051,3,3,det noun verb,97795
Tuu tiki te tangata i no ki tangata hana rima he,g081 g051 g051 g001 g001 g028 g099 g096 g096 g030 g030 g055 g055 g018 g008,11,15,name verb det noun part part part noun verb noun det,97796
Koihu kai he tangata i ora ua,g087 g051 g002 g016 g016 g100 g066 g066 g066 g024,7,10,name verb det noun part verb noun,97797
i o tangata haere atu te tamaiti i pe haere tangata,g096 g096 g001 g018 g060 g096 g002 g022 g096 g096 g096 g096 g055 g020,11,14,part det noun verb part det noun part part verb noun,97798
to kou vahine haere hoi te tamaiti,g096 g001 g016 g051 g096 g096 g011 g011 g034,7,9,part det noun verb part det noun,97799
te ora haere i,g004 g019 g061 g096,4,4,det noun verb part,97800
mai he matangi kite hoi nga ihu takua,g098 g001 g030 g030 g052 g101 g101 g010 g035 g007,8,10,part det noun verb part det noun det,97801
te vahine noho rima_tekau motu atu moana tangata vai tae tangata huri i e,g002 g018 g061 g075 g016 g098 g022 g046 g016 g065 g016 g053 g096 g002,14,14,det noun verb num noun part noun noun noun verb noun verb part det,97802
kou ihu i he tamaiti haere i kite kai tae,g001 g001 g001 g041 g103 g009 g046 g051 g099 g053 g057 g051,10,12,det noun part det noun verb part verb verb verb,97803
te manu haere i Matua na tangata maa ai,g003 g003 g048 g055 g101 g082 g101 g016 g050 g096 g096,9,11,det noun verb part name part noun noun part,97804
te tangata inu o Koihu,g007 g019 g056 g097 g092,5,5,det noun verb part name,97805
hongahuru te rima hula mai taua,g075 g004 g037 g060 g096 g096 g096 g012 g012 g012,6,10,num det noun verb part det,97806
na tau tamaiti haere ki teia tangata,g096 g096 g011 g019 g051 g102 g013 g016,7,8,part det noun verb part det noun,97807
Hotu hahau he tamaiti,g082 g051 g002 g002 g016 g016,4,6,name verb det noun,97808
te tangata haere mai tau reka i tau kai tamaiti atu tau,g002 g018 g068 g068 g068 g104 g002 g021 g098 g002 g051 g051 g025 g098 g001,12,15,det noun verb part det noun part det verb noun part det,97809
i tanaa ika noho atu te,g097 g005 g017 g051 g101 g001,6,6,part det noun verb part det,97810
te tua tae rua,g004 g016 g054 g073,4,4,det noun verb num,97811
na tangata haere ana te tangata tangata mai ma ua,g005 g005 g040 g051 g103 g004 g043 g028 g103 g099 g016,10,11,det noun verb part det noun noun part part noun,97812
Hotu Tangaroa haere kou vahine ki to tua,g081 g081 g051 g014 g017 g104 g104 g103 g034,8,9,name name verb det noun part part noun,97813
ki a ika haere a te rua moe te atu na o tangata,g096 g002 g027 g056 g098 g003 g023 g051 g011 g101 g097 g002 g025,13,13,part det noun verb part det noun verb det part part det noun,97814
na tamaiti makemake,g001 g016 g054,3,3,det noun verb,97815
ko vahine noho atu Matua,g003 g016 g016 g051 g096 g082,5,6,det noun verb part name,97816
iva ko tua haere na tau,g078 g078 g012 g024 g054 g097 g007,6,7,num det noun verb part det,97817
ko vahine makemake,g001 g018 g054,3,3,det noun verb,97818
na vahine haere i nga vahine i,g001 g022 g060 g097 g013 g013 g016 g098,7,8,det noun verb part det noun part,97819
Hotu makemake tau tangata no korero kite i e a kai,g090 g051 g005 g028 g096 g051 g070 g096 g001 g002 g069,11,11,name verb det noun part verb verb part det det verb,97820
te vahine haere to teia vai,g002 g019 g060 g060 g098 g002 g016,6,7,det noun verb part det noun,97821
tana tangata haere tahi tangata i,g002 g002 g020 g060 g079 g050 g096,6,7,det noun verb num noun part,97822
pe te manava haere toa he,g096 g004 g018 g054 g054 g098 g098 g001,6,8,part det noun verb part det,97823
tau ivi haere mai he tangata mo tangata,g007 g017 g051 g096 g001 g016 g099 g018,8,8,det noun verb part det noun part noun,97824
nga tamaiti ora iva tangata,g003 g017 g052 g052 g071 g017,5,6,det noun verb num noun,97825
Hotu haere te tangata i atu haere,g090 g054 g005 g016 g100 g096 g051,7,7,name verb det noun part part verb,97826
te vahine i ko tangata ora i tahu,g002 g029 g100 g001 g016 g051 g098 g052,8,8,det noun part det noun verb part verb,97827
takua ua mate i tau vahine haere tena rau mai ua moe moe ko,g009 g016 g016 g052 g098 g003 g016 g016 g068 g068 g003 g018 g018 g018 g099 g016 g058 g059 g015 g015,14,20,det noun verb part det noun verb det noun part noun verb verb det,97828
hateke a vai haere mo te vahine tangi tamaiti,g071 g008 g020 g051 g105 g005 g018 g052 g024 g024,9,10,num det noun verb part det noun verb noun,97829
he ava amo no,g001 g024 g024 g051 g104,4,5,det noun verb part,97830
mou vahine kume te tangata kai ki tau tangata,g001 g016 g053 g011 g017 g051 g096 g010 g016,9,9,det noun verb det noun verb part det noun,97831
ko tamaiti moe mai nga paea vahine tangata,g008 g017 g051 g051 g096 g005 g017 g016 g018,8,9,det noun verb part det noun noun noun,97832
Koihu noho a tangata ai te tau uru i mou ka te kura tangata,g091 g051 g001 g027 g105 g001 g012 g027 g098 g008 g014 g002 g026 g018,14,14,name verb det noun part det det noun part det det det noun noun,97833
he tamaiti haere rua tangata ki tau te ki na ala te,g014 g017 g068 g071 g040 g040 g096 g007 g001 g100 g002 g064 g064 g001,12,14,det noun verb num noun part det det part det verb det,97834
rua tana maa haere na he,g071 g001 g046 g054 g097 g001,6,6,num det noun verb part det,97835
i he ika haere mai teia tangata tau noho haere haere te a mo,g098 g002 g018 g018 g018 g051 g051 g103 g103 g001 g001 g001 g040 g006 g052 g062 g051 g002 g002 g099,14,20,part det noun verb part det noun det verb verb verb det det part,97836
teia mata tangi mai teia vai te haere,g001 g017 g065 g096 g001 g016 g002 g054,8,8,det noun verb part det noun det verb,97837
tau maa haere tahi titi ma no a te mo,g003 g016 g051 g072 g018 g096 g098 g001 g001 g099,10,10,det noun verb num noun part part det det part,97838
he vai kai mo Matua ma ra tangi ra ma,g001 g016 g062 g104 g093 g096 g096 g103 g057 g096 g096 g096 g096,10,13,det noun verb part name part part verb part part,97839
tahi nga rakau noho,g073 g015 g017 g017 g055,4,5,num det noun verb,97840
he matangi i tau matau mate i te tana no i tangata haere,g015 g019 g096 g008 g016 g059 g098 g001 g001 g101 g098 g027 g062,13,13,det noun part det noun verb part det det part part noun verb,97841
Matua inu a vahine nei he noho roe haere tangi,g095 g052 g001 g001 g016 g096 g001 g051 g016 g056 g051,10,11,name verb det noun part det verb noun verb verb,97842
he maa ana he rakau noho atu haere taku tangata ana,g002 g017 g096 g003 g017 g055 g096 g052 g001 g017 g017 g041,11,12,det noun part det noun verb part verb det noun noun,97843
na tangata haere i,g003 g018 g061 g096,4,4,det noun verb part,97844
te vahine haere na he hare noho vaka tae i ra rakau,g002 g018 g068 g096 g001 g001 g017 g051 g017 g017 g017 g054 g096 g096 g017,12,15,det noun verb part det noun verb noun verb part part noun,97845
ana Tuu tangi tahi tangata ki ko muri tangata,g098 g088 g051 g073 g017 g100 g100 g009 g009 g031 g016,9,11,part name verb num noun part det noun noun,97846
te matau haehae,g013 g019 g051,3,3,det noun verb,97847
ki a motu haere,g096 g001 g017 g017 g017 g052,4,6,part det noun verb,97848
Ngaara haere mou moana i ki te na te kai raa tau o ki,g082 g051 g001 g001 g022 g022 g100 g097 g001 g101 g008 g051 g016 g005 g005 g099 g098,14,17,name verb det noun part part det part det verb noun det part part,97849
ka vahine haere mai tanaa tamaiti nei,g002 g022 g060 g060 g101 g101 g001 g001 g043 g105,7,10,det noun verb part det noun part,97850
te hau ora,g013 g019 g051,3,3,det noun verb,97851
he taringa i he taringa,g012 g020 g099 g001 g016,5,5,det noun part det noun,97852
ono te tangata ora mo,g076 g003 g016 g053 g098,5,5,num det noun verb part,97853
he ruga ora atu taua tangata tana to te haere no te na te,g002 g002 g030 g058 g058 g096 g002 g035 g001 g100 g008 g062 g096 g002 g001 g001 g002,14,17,det noun verb part det noun det part det verb part det det det,97854
Matua Hotu noho e maa i i manu moka i te he,g086 g089 g051 g004 g022 g104 g098 g016 g017 g017 g096 g002 g001,12,13,name name verb det noun part part noun noun part det det,97855
tena tangata tomo hitu tangata mai haere te mai ma te tangata kai,g003 g019 g060 g071 g020 g098 g051 g001 g097 g096 g004 g027 g055,13,13,det noun verb num noun part verb det part part det noun verb,97856
i mou ua haere ma he raa haere tangata te no,g096 g001 g025 g060 g097 g001 g016 g052 g018 g014 g097,11,11,part det noun verb part det noun verb noun det part,97857
e vahine kai,g003 g018 g051,3,3,det noun verb,97858
he manu ora i te tangata i kai haere inu haere te noho maa,g002 g020 g058 g098 g014 g035 g096 g051 g051 g052 g051 g002 g051 g016,14,14,det noun verb part det noun part verb verb verb verb det verb noun,97859
he vahine inu atu te vaka ki tangata tangata,g001 g016 g059 g096 g004 g004 g018 g096 g022 g022 g016 g016 g016,9,13,det noun verb part det noun part noun noun,97860
te tangata ki te,g004 g018 g099 g099 g007,4,5,det noun part det,97861
Matua Matua kite nga tangata ki i ma haere vahine tangata i,g086 g093 g051 g001 g040 g096 g096 g098 g096 g096 g070 g017 g021 g096 g096,12,15,name name verb det noun part part part verb noun noun part,97862
i te hue inu i ka,g097 g004 g024 g051 g097 g001,6,6,part det noun verb part det,97863
te tamaiti korero ki na raa mo i he tangata i tangata i te,g002 g016 g051 g100 g004 g016 g097 g100 g015 g021 g021 g097 g020 g096 g002,14,15,det noun verb part det noun part part det noun part noun part det,97864
i tau tangata,g096 g007 g017,3,3,part det noun,97865
te rau haere a e,g007 g035 g053 g097 g002,5,5,det noun verb part det,97866
te raa haere ki,g004 g004 g017 g061 g100,4,5,det noun verb part,97867
te tamaiti haere i he tangata vahine noho tau atu kai haere,g002 g017 g017 g017 g068 g098 g098 g001 g017 g032 g051 g004 g098 g062 g052,12,15,det noun verb part det noun noun verb det part verb verb,97868
he tangata kai i a raa i,g001 g020 g051 g097 g001 g001 g016 g016 g098 g098,7,10,det noun verb part det noun part,97869
te rakau noho tahi ika i tangata atu i te te ki,g002 g023 g023 g051 g077 g022 g104 g017 g099 g098 g002 g002 g098,12,13,det noun verb num noun part noun part part det det part,97870
taua tangata haere tahi tangata i i tangata tangata mai tena inu na,g015 g019 g051 g075 g020 g096 g098 g016 g021 g096 g096 g096 g007 g054 g001,13,15,det noun verb num noun part part noun noun part det verb det,97871
Matua Hotu haere tana,g084 g082 g061 g001,4,4,name name verb det,97872
te rakau ora i te rakau matau haere,g002 g002 g002 g017 g017 g061 g097 g002 g017 g018 g054,8,11,det noun verb part det noun noun verb,97873
tahi te manu kite ki te tangata,g071 g001 g031 g051 g051 g051 g102 g011 g016,7,9,num det noun verb part det noun,97874
i Matua noho tahi tangata ra te ika teia tangata tangata marama,g097 g093 g051 g077 g040 g097 g001 g039 g004 g032 g021 g018,12,12,part name verb num noun part det noun det noun noun noun,97875
tena tangata ki teia motu haere mai te vai motu tangata te tangata,g003 g019 g096 g002 g045 g045 g045 g064 g096 g001 g016 g016 g023 g016 g007 g025,13,16,det noun part det noun verb part det noun noun noun det noun,97876
he tamaiti haere nei te waha na te i te,g001 g017 g017 g017 g051 g096 g004 g019 g098 g001 g096 g001,10,12,det noun verb part det noun part det part det,97877
Ngaara Matua haere te ao i pe noho teia motu i,g081 g081 g051 g001 g016 g100 g096 g061 g061 g002 g034 g034 g034 g098 g098 g098,11,16,name name verb det noun part part verb det noun part,97878
te ika i ko rakau,g007 g007 g020 g099 g007 g016,5,6,det noun part det noun,97879
tau ava i he hare haere na na,g007 g017 g100 g011 g029 g058 g058 g098 g096 g096,8,10,det noun part det noun verb part part,97880
te tangata hula mai tau marama,g002 g020 g060 g099 g001 g019,6,6,det noun verb part det noun,97881
Ngaara ai a tangata atu ki he i,g081 g052 g006 g038 g102 g104 g002 g098,8,8,name verb det noun part part det part,97882
o tangata haere i tau,g007 g007 g019 g053 g096 g001,5,6,det noun verb part det,97883
te vaka ora,g013 g017 g051,3,3,det noun verb,97884
kou tangata noho mai te vai na,g004 g020 g062 g101 g001 g026 g104,7,7,det noun verb part det noun part,97885
te moana haere ki he tamaiti ki,g011 g016 g060 g060 g096 g002 g043 g097,7,8,det noun verb part det noun part,97886
he tangata hula,g001 g021 g021 g051 g051,3,5,det noun verb,97887
Matua puke ko motu i,g081 g056 g001 g025 g097 g097,5,6,name verb det noun part,97888
te maa moe tahi,g004 g004 g004 g017 g051 g072,4,6,det noun verb num,97889
i tana ana,g096 g007 g016,3,3,part det noun,97890
te vahine ora ia,g004 g038 g053 g098,4,4,det noun verb part,97891
Ure noho he tangata to noho manu haere ora ki,g082 g082 g058 g058 g058 g001 g028 g097 g051 g021 g051 g052 g052 g052 g096,10,15,name verb det noun part verb noun verb verb part,97892
te tangata tiki rima,g004 g018 g055 g073 g073,4,5,det noun verb num,97893
te tua moe i te vahine ki i ma te motu tangata,g002 g018 g051 g098 g003 g017 g096 g096 g096 g101 g101 g002 g017 g037,12,14,det noun verb part det noun part part part det noun noun,97894
i nga maunga taka i te tangata muri nga kou i manu ia,g097 g001 g019 g059 g097 g003 g017 g016 g001 g002 g098 g033 g096,13,13,part det noun verb part det noun noun det det part noun part,97895
no Ure haere tekau roe i te raa pe,g099 g081 g055 g072 g018 g096 g005 g021 g100 g100,9,10,part name verb num noun part det noun part,97896
he tamaiti haere mai a motu atu motu tonu ika,g001 g017 g051 g098 g003 g022 g022 g105 g016 g096 g096 g096 g031,10,13,det noun verb part det noun part noun part noun,97897
tau tangata haere i Tuu i ki mo te haere tangata i te,g001 g019 g051 g099 g081 g096 g097 g097 g011 g051 g016 g097 g007,13,13,det noun verb part name part part part det verb noun part det,97898
te vahine noho na he taki ana te,g002 g029 g064 g098 g001 g017 g017 g017 g101 g006,8,10,det noun verb part det noun part det,97899
i na maa noho ana te tangata nga moe te ko huti noho,g097 g006 g006 g025 g051 g096 g003 g017 g001 g051 g009 g009 g053 g053 g051,13,15,part det noun verb part det noun det verb det det verb verb,97900
te vahine kai,g013 g018 g051,3,3,det noun verb,97901
teia tamaiti ma te vahine hiamoe,g010 g048 g101 g001 g016 g051,6,6,det noun part det noun verb,97902
Hotu Hotu nue he maa ki i vahine raro no te te roe,g083 g087 g051 g001 g024 g024 g024 g098 g098 g098 g032 g023 g101 g004 g007 g020,13,16,name name verb det noun part part noun noun part det det noun,97903
te tamaiti kite i taku vahine nga noho te tau haere kai haere nga,g002 g016 g054 g098 g001 g016 g006 g053 g053 g053 g008 g008 g005 g051 g051 g051 g053 g002,14,18,det noun verb part det noun det verb det det verb verb verb det,97904
tahi tau tamaiti haere ra o rakau kite vahine te mate tangata haere i,g079 g002 g016 g051 g097 g013 g026 g026 g026 g053 g047 g002 g002 g051 g020 g053 g098 g098,14,18,num det noun verb part det noun verb noun det verb noun verb part,97905
te kahu haere atu te tangata ei,g011 g026 g060 g060 g096 g001 g016 g101,7,8,det noun verb part det noun part,97906
Tane tiki te vahine i i tanaa na i,g083 g051 g003 g016 g104 g096 g004 g013 g096,9,9,name verb det noun part part det det part,97907
nga tangata kai i nga maunga ki,g001 g020 g051 g097 g013 g035 g097,7,7,det noun verb part det noun part,97908
te ika noho,g013 g050 g055,3,3,det noun verb,97909
tana vahine ora ma te tangata tangata te i ma puke hana,g001 g018 g052 g097 g097 g003 g003 g017 g017 g017 g001 g098 g096 g096 g068 g052,12,16,det noun verb part det noun noun det part part verb verb,97910
tena raro mo te tangata haere ki ai paea noho noho haere haere tamaiti,g001 g031 g105 g002 g019 g059 g096 g096 g017 g054 g051 g051 g051 g053 g016,14,15,det noun part det noun verb part part noun verb verb verb verb noun,97911
te tamaiti ra tau matau makemake ma e haere ki,g001 g017 g096 g096 g001 g001 g016 g051 g098 g001 g056 g096,10,12,det noun part det noun verb part det verb part,97912
te tua mate a vahine haere ki tau vahine na ei o,g002 g018 g018 g052 g009 g016 g051 g051 g096 g002 g002 g017 g097 g097 g097,12,15,det noun verb det noun verb part det noun part part part,97913
nga tangata ora rua ika tae hare tangata,g005 g030 g030 g030 g061 g075 g021 g099 g027 g018,8,10,det noun verb num noun part noun noun,97914
toa te tangata hoki no,g103 g003 g016 g053 g097,5,5,part det noun verb part,97915
he tamaiti noho no te tamaiti i,g001 g016 g062 g096 g001 g043 g043 g098,7,8,det noun verb part det noun part,97916
o tangata i he matau noho ma ki vahine te to kai tangi,g002 g019 g096 g001 g016 g055 g097 g096 g030 g009 g097 g052 g051,13,13,det noun part det noun verb part part noun det part verb verb,97917
o titi haere ma nga tangata i ana taka i te tau,g014 g017 g068 g097 g097 g005 g017 g098 g097 g051 g096 g002 g001,12,13,det noun verb part det noun part part verb part det det,97918
o maa kohu tahi,g001 g017 g069 g072,4,4,det noun verb num,97919
Matua inu te tangata i tamaiti te haere atu ana mate i,g086 g051 g001 g030 g030 g096 g016 g001 g051 g051 g097 g017 g052 g096,12,14,name verb det noun part noun det verb part noun verb part,97920
te tangata huti i tau tangata ki haere noho mate a na,g002 g018 g064 g098 g002 g017 g096 g096 g051 g051 g053 g059 g002 g002 g097,12,15,det noun verb part det noun part verb verb verb det part,97921
tanaa ika hoki i a tamaiti noho ma i te,g011 g011 g017 g054 g101 g101 g003 g016 g051 g096 g096 g096 g001,10,13,det noun verb part det noun verb part part det,97922
Kava haere nga tangata ki tou ua mai he,g082 g058 g001 g001 g024 g096 g014 g017 g096 g096 g005,9,11,name verb det noun part det noun part det,97923
taku manava noho,g005 g016 g055,3,3,det noun verb,97924
te maa haere hoki he ika topa te,g002 g039 g051 g098 g001 g031 g051 g051 g006,8,9,det noun verb part det noun verb det,97925
te tangata ra tau ika inu i haere i tangata te tamaiti tangata ika,g002 g016 g101 g001 g016 g051 g096 g051 g098 g021 g021 g021 g005 g005 g034 g021 g019,14,17,det noun part det noun verb part verb part noun det noun noun noun,97926
hitu tau vahine aue i he tamaiti haere,g071 g001 g016 g016 g052 g096 g001 g016 g054,8,9,num det noun verb part det noun verb,97927
nga tangata haere i he muri ua he te tangata,g006 g040 g040 g051 g101 g008 g008 g020 g017 g012 g001 g001 g022,10,13,det noun verb part det noun noun det det noun,97928
Hotu rere te marama i taua na tanaa tangata i,g081 g055 g003 g016 g096 g002 g002 g002 g098 g003 g040 g040 g097,10,13,name verb det noun part det part det noun part,97929
rima he raa moe i te tangata tangata,g072 g001 g022 g051 g096 g008 g031 g018,8,8,num det noun verb part det noun noun,97930
tou tangata tuku mai te tangata i i te,g001 g016 g053 g096 g004 g016 g099 g098 g098 g006 g006,9,11,det noun verb part det noun part part det,97931
te tangata tangi ki te waha tangi mo mai nei i vai a,g012 g019 g069 g069 g099 g099 g003 g016 g052 g097 g097 g097 g098 g029 g005,13,15,det noun verb part det noun verb part part part part noun det,97932
te ika i ko vahine noho i no uta haere mo,g001 g001 g042 g096 g003 g003 g016 g055 g101 g096 g022 g055 g103 g103 g103,11,15,det noun part det noun verb part part noun verb part,97933
aku vahine haere mo te rakau,g002 g019 g019 g060 g096 g002 g017,6,7,det noun verb part det noun,97934
Matua rere tou tangata ana hana ika tangata te te te,g082 g051 g013 g028 g097 g054 g016 g030 g030 g011 g014 g001,11,12,name verb det noun part verb noun noun det det det,97935
he tangata huti ki o tangata i te ana na mua moana hula te,g002 g016 g053 g100 g001 g035 g096 g002 g016 g004 g017 g017 g028 g060 g060 g002,14,16,det noun verb part det noun part det noun det noun noun verb det,97936
Hotu Hotu kai he maa i i te vahine hoki ko noho,g090 g089 g056 g001 g001 g022 g104 g098 g001 g017 g054 g001 g051,12,13,name name verb det noun part part det noun verb det verb,97937
Koihu noho te vahine i mo haere ka haere tau te i tau,g084 g053 g001 g001 g001 g017 g097 g101 g051 g001 g051 g004 g004 g097 g001,13,15,name verb det noun part part verb det verb det det part det,97938
te vahine tangi tae na rakau ma i haere he,g001 g017 g051 g097 g097 g011 g026 g098 g098 g056 g056 g056 g002,10,13,det noun verb part det noun part part verb det,97939
Papa noho na tua a,g085 g051 g005 g018 g096,5,5,name verb det noun part,97940
taku tpu haere ki te rima nei mo raa,g008 g045 g055 g096 g004 g018 g096 g104 g020,9,9,det noun verb part det noun part part noun,97941
te tamaiti patu ki nga vahine te rere te rere tuku vahine haere,g012 g035 g058 g099 g001 g001 g027 g002 g051 g011 g051 g054 g017 g062,13,14,det noun verb part det noun det verb det verb verb noun verb,97942
ko tangata moe mai Matua i te a i a,g001 g040 g052 g052 g098 g093 g103 g002 g001 g096 g001,10,11,det noun verb part name part det det part det,97943
Ngaara haere he tamaiti ki motu,g081 g063 g063 g001 g028 g096 g034,6,7,name verb det noun part noun,97944
Hotu noho te vai o te te i tamaiti ko ala haere mo,g083 g053 g001 g029 g096 g003 g002 g097 g016 g001 g052 g056 g056 g099,13,14,name verb det noun part det det part noun det verb verb part,97945
Hotu Hotu haere he vahine i no nga,g081 g088 g051 g011 g017 g096 g100 g004,8,8,name name verb det noun part part det,97946
he tangata noho mo tena vahine,g001 g020 g052 g096 g005 g044 g044,6,7,det noun verb part det noun,97947
