doc_id,line_id,position,token,features,description,source
M-115A,112,8,P076,"[0, 1, 0, 1, 0, 8]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-116A,113,1,P324,"[10, 1, 20, 1, 1, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-116A,113,2,P009,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-116A,113,3,P194,"[0, 1, 0, 4, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-116A,113,4,P349,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-116A,113,5,P139,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-116A,113,6,P122,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-116A,113,7,P385,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-117A,114,1,P217,"[30, 1, 50, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-117A,114,2,P147,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-117A,114,3,P316,"[0, 1, 0, 0, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-117A,114,4,P050,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-117A,114,5,P364,"[0, 1, 0, 3, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-117A,114,6,P142,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-117A,114,7,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-117A,114,8,P378,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-118A,115,1,P324,"[20, 1, 20, 1, 0, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-118A,115,2,P096,"[0, 1, 0, 5, 3, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-118A,115,3,P147,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-118A,115,4,P316,"[0, 1, 0, 0, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-118A,115,5,P058,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-118A,115,6,P364,"[0, 1, 0, 2, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-118A,115,7,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-118A,115,8,P385,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-119A,116,1,P001,"[10, 1, 40, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-119A,116,2,P309,"[0, 1, 0, 1, 1, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-119A,116,3,P195,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-119A,116,4,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-119A,116,5,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-119A,116,6,P035,"[0, 1, 0, 2, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-119A,116,7,P270,"[0, 1, 0, 3, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-119A,116,8,P145,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-119A,116,9,P154,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-119A,116,10,P230,"[0, 1, 0, 1, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-120A,117,1,P324,"[0, 1, 0, 0, 1, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-120A,117,2,P009,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-120A,117,3,P288,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-120A,117,4,P325,"[0, 1, 0, 0, 1, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-120A,117,5,P349,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-120A,117,6,P044,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-121A,118,1,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-121A,118,2,P154,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-121A,118,3,P355,"[0, 1, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-121A,118,4,P058,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-121A,118,5,P075,"[0, 1, 0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-122A,119,1,P217,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-122A,119,2,P147,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-122A,119,3,P316,"[0, 1, 0, 1, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-123A,120,1,P098,"[0, 1, 0, 5, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-123A,120,2,P014,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-123A,120,3,P202,"[0, 1, 0, 0, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-123A,120,4,P114,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-124A,121,1,P324,"[10, 1, 10, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-124A,121,2,P175,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-124A,121,3,P050,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-124A,121,4,P145,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-125A,122,1,P000,"[0, 1, 0, 30]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-125A,122,2,P144,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-125A,122,3,P108,"[10, 1, 10, 1, 1, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-126A,123,1,P000,"[0, 1, 0, 10]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-126A,123,2,P230,"[0, 1, 0, 1, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-126A,123,3,P234,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-126A,123,4,P120,"[0, 1, 0, 2, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-126A,123,5,P256,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-127A,124,1,P238,"[10, 1, 10]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-127A,124,2,P324,"[20, 1, 10, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-127A,124,3,P060,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-127A,124,4,P324,"[10, 1, 10, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-127A,124,5,P194,"[30, 1, 20, 4, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-128A,125,1,P324,"[10, 1, 10, 1, 0, 0, 1, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-128A,125,2,P175,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-128A,125,3,P364,"[0, 1, 0, 3, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-128A,125,4,P324,"[0, 1, 0, 1, 0, 0, 1, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-128A,125,5,P208,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-128A,125,6,P316,"[0, 1, 0, 0, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-129A,126,1,P217,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-129A,126,2,P058,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-129A,126,3,P062,"[0, 1, 0, 2, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-129A,126,4,P060,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-129A,126,5,P325,"[0, 1, 0, 1, 1, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-129A,126,6,P293,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-130A,127,1,P324,"[10, 1, 10, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-130A,127,2,P003,"[0, 1, 0, 4, 2, 2, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-130A,127,3,P050,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-130A,127,4,P145,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-130A,127,5,P122,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-130A,127,6,P032,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-131A,128,1,P324,"[0, 1, 0, 1, 0, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-131A,128,2,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-131A,128,3,P276,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-131A,128,4,P325,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-131A,128,5,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-131A,128,6,P355,"[0, 1, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-132A,129,1,P004,"[0, 1, 0, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-132A,129,2,P123,"[0, 1, 0, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-132A,129,3,P226,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-133A,130,1,P301,"[0, 1, 0, 2, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-133A,130,2,P230,"[0, 1, 0, 1, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-133A,130,3,P062,"[0, 1, 30, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-133A,130,4,P050,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-133A,130,5,P073,"[0, 1, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-133A,130,6,P369,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-133A,130,7,P174,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-133A,130,8,P110,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-134A,131,1,P390,"[0, 1, 0, 2, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-134A,131,2,P145,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-134A,131,3,P256,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-135A,132,1,P217,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-135A,132,2,P147,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-135A,132,3,P316,"[0, 1, 0, 0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-135A,132,4,P144,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-136A,133,1,P013,"[10, 1, 20]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-136A,133,2,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-136A,133,3,P050,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-136A,133,4,P126,"[0, 1, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-136A,133,5,P144,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-136A,133,6,P177,"[0, 1, 0, 5, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-136A,133,7,P226,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-137A,134,1,P379,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-138A,135,1,P324,"[10, 1, 10, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-138A,135,2,P154,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-138A,135,3,P125,"[0, 1, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-139A,136,1,P147,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-139A,136,2,P368,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-139A,136,3,P061,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-139A,136,4,P325,"[0, 1, 0, 0, 0, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-139A,136,5,P294,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-140A,137,1,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-140A,137,2,P309,"[0, 1, 0, 1, 4, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-140A,137,3,P145,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-140A,137,4,P050,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-140A,137,5,P201,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-140A,137,6,P283,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-140A,137,7,P221,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-141A,138,1,P000,"[0, 1, 0, 40]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-141A,138,2,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-141A,138,3,P000,"[0, 1, 0, 10]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-142A,139,1,P022,"[0, 1, 0, 6]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-142A,139,2,P011,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-142A,139,3,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-142A,139,4,P385,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-143A,140,1,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-143A,140,2,P082,"[0, 1, 0, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-143A,140,3,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-143A,140,4,P145,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-143A,140,5,P170,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-143A,140,6,P349,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-144A,141,1,P324,"[0, 1, 0, 0, 0, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-144A,141,2,P009,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-144A,141,3,P092,"[0, 1, 0, 5]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-144A,141,4,P062,"[0, 1, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-144A,141,5,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-144A,141,6,P385,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-145A,142,1,P324,"[0, 1, 0, 1, 0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-145A,142,2,P098,"[0, 1, 0, 8, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-145A,142,3,P031,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-145A,142,4,P384,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-146A,143,1,P324,"[0, 1, 0, 0, 0, 0, 0, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-146A,143,2,P073,"[0, 1, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-146A,143,3,P160,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-146A,143,4,P120,"[0, 1, 0, 2, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-146A,143,5,P256,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-147A,144,1,P051,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-147A,144,2,P364,"[0, 1, 0, 3, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-147A,144,3,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-147A,144,4,P050,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-147A,144,5,P221,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-147A,144,6,P217,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-148A,145,1,P324,"[0, 1, 0, 1, 0, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-148A,145,2,P385,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-148A,145,3,P231,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-149A,146,1,P324,"[10, 1, 10, 0, 0, 1, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-149A,146,2,P332,"[0, 1, 0, 3, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-149A,146,3,P283,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-149A,146,4,P120,"[0, 1, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-149A,146,5,P230,"[0, 1, 0, 1, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-150A,147,1,P324,"[0, 1, 0, 1, 1, 1, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-150A,147,2,P368,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-151A,148,1,P050,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-151A,148,2,P201,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-151A,148,3,P393,"[0, 1, 0, 3]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-152A,149,1,P324,"[0, 1, 0, 0, 0, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-152A,149,2,P096,"[0, 1, 0, 5, 3, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-152A,149,3,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-152A,149,4,P385,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-153A,150,1,P067,"[20, 1, 10, 0, 2, 1, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-153A,150,2,P026,"[0, 1, 0, 5]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-153A,150,3,P076,"[0, 1, 0, 0, 1, 8]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-154A,151,1,P217,"[10, 1, 10, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-154A,151,2,P050,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-154A,151,3,P092,"[0, 1, 0, 5]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-154A,151,4,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-154A,151,5,P300,"[10, 1, 50]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-154A,151,6,P182,"[0, 1, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-154A,151,7,P265,"[0, 2, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-155A,152,1,P324,"[10, 1, 20, 1, 0, 0, 1, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-155A,152,2,P194,"[0, 1, 0, 3, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-155A,152,3,P144,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-157A,153,1,P324,"[0, 1, 0, 0, 0, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-157A,153,2,P154,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-157A,153,3,P355,"[0, 1, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-157A,153,4,P058,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-157A,153,5,P075,"[0, 1, 0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-157A,153,6,P121,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-157A,153,7,P378,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-158A,154,1,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-158A,154,2,P126,"[0, 1, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-158A,154,3,P120,"[0, 1, 0, 2, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-158A,154,4,P230,"[0, 1, 0, 1, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-159A,155,1,P324,"[0, 1, 0, 1, 0, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-159A,155,2,P136,"[0, 1, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-159A,155,3,P325,"[0, 1, 0, 1, 1, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-159A,155,4,P166,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-159A,155,5,P290,"[0, 1, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-160A,156,1,P001,"[0, 1, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-160A,156,2,P048,"[0, 1, 0, 3]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-160A,156,3,P144,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-160A,156,4,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-160A,156,5,P378,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-160A,156,6,P325,"[0, 1, 0, 1, 0, 1, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-161A,157,1,P268,"[0, 1, 0, 2, 5]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-161A,157,2,P268,"[0, 1, 0, 2, 5]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-161A,157,3,P037,"[10, 1, 20]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
