source_text,target_glyphs,source_len,target_len,categories,pair_id
te haere tangata moana manu rua moe o,g001 g051 g020 g020 g023 g077 g059 g005,8,8,det verb noun noun noun num verb det,72059
Matua manu e he tahi Hina a matangi i Matua raa mate,g085 g016 g002 g002 g001 g071 g090 g001 g016 g100 g100 g082 g019 g061,12,14,name noun det det num name det noun part name noun verb,72060
vahine tamaiti i ka ma Tuu tomo Hotu Hotu,g016 g023 g104 g004 g025 g081 g051 g087 g083,9,9,noun noun part det noun name verb name name,72061
tangata haere noho ki Tiki kiko Hotu vahine te noho manu i,g016 g051 g051 g105 g083 g019 g084 g016 g016 g015 g053 g019 g100,12,13,noun verb verb part name noun name noun det verb noun part,72062
vaka vahine tangata noho he manu te ma tamaiti vahine tau,g020 g020 g016 g043 g052 g001 g033 g001 g100 g020 g027 g013,11,12,noun noun noun verb det noun det part noun noun det,72063
tangata matau haere haere tamaiti tamaiti,g024 g039 g051 g066 g016 g017 g017,6,7,noun noun verb verb noun noun,72064
he taringa vahine tau kite moana te kite,g005 g005 g017 g016 g003 g052 g019 g002 g051 g051,8,10,det noun noun det verb noun det verb,72065
Tane i tangata vahine manu te,g081 g096 g016 g016 g016 g018 g001 g001,6,8,name part noun noun noun det,72066
tangata tamaiti tena he te tangata he,g047 g018 g003 g001 g001 g006 g048 g011,7,8,noun noun det det det noun det,72067
te te tangata tahi haere,g006 g006 g001 g018 g075 g051,5,6,det det noun num verb,72068
ai Matua ki manu Tiki,g051 g081 g096 g025 g025 g081,5,6,verb name part noun name,72069
vahine hua haere noho,g029 g016 g016 g051 g051 g051,4,6,noun noun verb verb,72070
rakau i Tuu te,g031 g097 g082 g002,4,4,noun part name det,72071
tahi nei ika Matua kai,g077 g077 g096 g016 g016 g082 g051,5,7,num part noun name verb,72072
ava te he vahine vahine he vahine i Maui muri tau,g029 g001 g003 g016 g033 g003 g003 g016 g097 g094 g020 g007 g007,11,13,noun det det noun noun det noun part name noun det,72073
hateke rakau i,g071 g018 g104,3,3,num noun part,72074
Ngaara tau noho ai tangata tamaiti,g082 g001 g052 g100 g024 g017,6,6,name det verb part noun noun,72075
toru tau ora tamaiti Hotu Koihu kai tamaiti no moe haere,g071 g005 g067 g040 g040 g094 g094 g081 g069 g069 g024 g099 g099 g057 g052,11,15,num det verb noun name name verb noun part verb verb,72076
rua he i he tamaiti i moe tangata tangata mai he,g071 g001 g096 g006 g038 g038 g100 g051 g038 g017 g096 g096 g006,11,13,num det part det noun part verb noun noun part det,72077
Hotu ika Ngaara te i manu vahine taringa,g083 g016 g016 g081 g003 g102 g030 g017 g041 g041,8,10,name noun name det part noun noun noun,72078
na ika makemake tomo ko mai mate nei,g002 g018 g051 g053 g001 g001 g098 g066 g096,8,9,det noun verb verb det part verb part,72079
tangata i noho Tuu he vahine,g017 g097 g054 g081 g007 g018,6,6,noun part verb name det noun,72080
ika a mo,g016 g001 g096,3,3,noun det part,72081
tau i tangata tena tau tamaiti ai,g003 g096 g096 g038 g003 g009 g009 g020 g098,7,9,det part noun det det noun part,72082
tangata tangata i mai moe he mate te ma i vai mo,g032 g027 g096 g096 g054 g002 g062 g001 g096 g101 g016 g096,12,12,noun noun part part verb det verb det part part noun part,72083
vahine mai matau noho,g041 g041 g101 g016 g051,4,5,noun part noun verb,72084
tangi tangata ka i,g052 g022 g022 g001 g001 g100,4,6,verb noun det part,72085
a kai o tangata ma na haere te tahi nga tau tau,g009 g009 g053 g002 g002 g016 g016 g016 g002 g053 g015 g073 g001 g001 g001 g001,12,16,det verb det noun noun det verb det num det det det,72086
rima tena i i,g071 g002 g002 g097 g098,4,5,num det part part,72087
te Hotu moana ika rimateke tangata,g001 g081 g032 g027 g027 g071 g017,6,7,det name noun noun num noun,72088
iva tangata tangata na Hotu vahine tangata te tangata,g071 g016 g044 g001 g083 g026 g024 g024 g004 g035 g035,9,11,num noun noun det name noun noun det noun,72089
tangata pe vahine noho,g018 g097 g035 g061,4,4,noun part noun verb,72090
ha te ko inu manu,g071 g004 g006 g052 g019,5,5,num det det verb noun,72091
atu nga he noho,g100 g001 g001 g001 g063,4,5,part det det verb,72092
tangata nga haere Matua,g041 g001 g063 g063 g084,4,5,noun det verb name,72093
haere mai vahine,g061 g098 g016 g016,3,4,verb part noun,72094
mo haere rakau te vahine,g104 g061 g037 g003 g003 g020,5,6,part verb noun det noun,72095
rima he makemake,g020 g003 g051,3,3,noun det verb,72096
Hotu Makemake haere haere vahine tamaiti mata moe ki,g081 g088 g088 g051 g061 g020 g021 g024 g053 g102 g102,9,11,name name verb verb noun noun noun verb part,72097
Makemake mate nei ora mai kai a ai,g085 g054 g102 g052 g096 g062 g096 g054,8,8,name verb part verb part verb part verb,72098
kai Matua ki tangata tahi rua i tangata ika tangata tau,g055 g085 g096 g043 g043 g072 g071 g071 g099 g099 g029 g029 g019 g017 g003,11,15,verb name part noun num num part noun noun noun det,72099
te o tangata vahine te he he Hotu nga,g004 g007 g017 g017 g001 g001 g001 g084 g009,9,9,det det noun noun det det det name det,72100
ma moana Tiki tau he tangata haere,g021 g021 g016 g082 g006 g008 g042 g051,7,8,noun noun name det det noun verb,72101
ihu manu raro tangata Hotu,g017 g046 g038 g016 g082,5,5,noun noun noun noun name,72102
nga Hotu tamaiti,g005 g082 g047,3,3,det name noun,72103
ka tangi tangata o haere te na tangata,g007 g052 g019 g096 g051 g002 g001 g030 g030,8,9,det verb noun part verb det det noun,72104
ko tamaiti Koihu tamaiti te tangata mate tau tamaiti ora,g007 g018 g086 g016 g015 g021 g021 g065 g003 g003 g017 g069,10,12,det noun name noun det noun verb det noun verb,72105
vahine ika tangata muri Matua hare ma hua ki mai,g017 g017 g022 g022 g017 g081 g023 g096 g016 g096 g101,10,11,noun noun noun noun name noun part noun part part,72106
te e rima tae moe i he hongahuru,g014 g008 g071 g060 g060 g052 g098 g003 g071,8,9,det det num verb verb part det num,72107
te ei Matua Hotu ava te haere ika atu,g001 g100 g081 g082 g016 g012 g012 g051 g027 g096,9,10,det part name name noun det verb noun part,72108
tangata ava tau,g016 g016 g016 g007,3,4,noun noun det,72109
tahi na haere tangata,g076 g001 g051 g019,4,4,num det verb noun,72110
rakau noho ika tangata haere he,g023 g051 g021 g016 g057 g002,6,6,noun verb noun noun verb det,72111
tahi tahi Hina na rimateke noho vahine Koihu,g073 g072 g082 g096 g074 g065 g018 g082 g082,8,9,num num name part num verb noun name,72112
vai inu tamaiti haere te Hotu a tangata nga,g016 g016 g053 g017 g060 g005 g005 g081 g005 g005 g035 g009,9,12,noun verb noun verb det name det noun det,72113
ika te tau Hotu tamaiti noho te i tangata,g017 g001 g002 g081 g020 g062 g001 g096 g020,9,9,noun det det name noun verb det part noun,72114
Hotu teia tangata tangata,g081 g012 g016 g035 g035,4,5,name det noun noun,72115
ko haere o i,g001 g001 g052 g052 g001 g096,4,6,det verb det part,72116
rima marama tamaiti haere tamaiti ora,g018 g018 g029 g059 g021 g021 g056,6,7,noun noun noun verb noun verb,72117
makemake tamaiti te tahi tahi,g057 g030 g001 g074 g071,5,5,verb noun det num num,72118
manu haere i motu maunga pe haere tangata ika vahine tahi,g016 g052 g098 g098 g017 g021 g097 g052 g024 g022 g017 g080,11,12,noun verb part noun noun part verb noun noun noun num,72119
haere te no rere rua rua ika ko,g066 g003 g096 g051 g051 g077 g072 g018 g001,8,9,verb det part verb num num noun det,72120
he nga kai na te ono haere tangata,g003 g002 g002 g056 g007 g012 g073 g073 g057 g016,8,10,det det verb det det num verb noun,72121
he te te tahi ka Hotu nga vahine no,g001 g006 g001 g072 g006 g084 g008 g018 g096,9,9,det det det num det name det noun part,72122
tahi rakau Matua,g071 g018 g083,3,3,num noun name,72123
o ki Rongo inu,g001 g099 g081 g057,4,4,det part name verb,72124
tau he ai moe Koihu te na Hotu haere te Matua,g001 g014 g070 g053 g081 g081 g003 g001 g001 g083 g052 g008 g083,11,13,det det verb verb name det det name verb det name,72125
he haere he Hotu Tangaroa ma,g004 g057 g004 g081 g088 g096,6,6,det verb det name name part,72126
Tane tau tangata haere te,g088 g001 g043 g053 g053 g004 g004,5,7,name det noun verb det,72127
tiki ki ha nga i Tuu vahine tangata noho na,g059 g096 g075 g002 g101 g091 g091 g016 g017 g051 g003,10,11,verb part num det part name noun noun verb det,72128
ika ma ora tamaiti muri Tangaroa tangata korero Makemake i te,g016 g098 g098 g070 g016 g016 g017 g081 g081 g016 g016 g051 g086 g096 g003,11,15,noun part verb noun noun name noun verb name part det,72129
ma Tangaroa tangata ua vai tahi te nei i,g097 g081 g021 g017 g016 g071 g002 g096 g097,9,9,part name noun noun noun num det part part,72130
Rangi o ika,g082 g001 g019 g019,3,4,name det noun,72131
Maui vahine matangi ai marama vahine haere ana atu te tamaiti ono,g093 g017 g019 g052 g028 g022 g022 g052 g016 g098 g001 g017 g071,12,13,name noun noun verb noun noun verb noun part det noun num,72132
haere tangata i matau ko te haere tau he noho tangata,g056 g020 g097 g016 g001 g002 g052 g004 g004 g002 g051 g019,11,12,verb noun part noun det det verb det det verb noun,72133
tangata tahi mo na te tangata kai he tangata,g044 g071 g103 g004 g013 g013 g016 g051 g015 g020,9,10,noun num part det det noun verb det noun,72134
te tangi he raa,g009 g009 g051 g001 g001 g023,4,6,det verb det noun,72135
te i raa te Hotu tangi tiki tangata Hotu haere vahine,g002 g097 g097 g020 g020 g001 g081 g051 g051 g047 g081 g081 g051 g051 g016,11,15,det part noun det name verb verb noun name verb noun,72136
ki tau ma,g098 g006 g017,3,3,part det noun,72137
na tangata moe hateke te te noho kai Tangaroa,g001 g016 g055 g055 g071 g001 g001 g066 g053 g081,9,10,det noun verb num det det verb verb name,72138
i nei o noho tomo Tuu te tangata rakau,g103 g098 g098 g098 g098 g058 g051 g083 g083 g001 g016 g038,9,12,part part part verb verb name det noun noun,72139
te haere i tangata tangata i,g001 g057 g096 g016 g016 g098 g098,6,7,det verb part noun noun part,72140
nga ma tamaiti he i Koihu o te te Hotu tangata,g001 g019 g019 g017 g002 g096 g083 g096 g003 g003 g001 g085 g016,11,13,det noun noun det part name part det det name noun,72141
pe ma haere he Tupa ma tau Hotu,g096 g096 g019 g068 g005 g005 g082 g082 g021 g002 g088,8,11,part noun verb det name noun det name,72142
manu korero ki tau i,g043 g051 g051 g098 g001 g099,5,6,noun verb part det part,72143
mua ika Tiki i he,g026 g016 g016 g082 g096 g002,5,6,noun noun name part det,72144
hele tamaiti nga noho nga tiki,g052 g038 g001 g052 g006 g054,6,6,verb noun det verb det verb,72145
kai tangata vahine inu tangi tangata tangata he haere tahi va,g070 g020 g016 g053 g051 g016 g018 g001 g051 g051 g077 g071,11,12,verb noun noun verb verb noun noun det verb num num,72146
tangata na vahine kai i moe,g021 g096 g026 g066 g099 g051,6,6,noun part noun verb part verb,72147
hahau tahi mate a Hotu ka tangata Matua moe tuku haere tuku,g068 g074 g051 g001 g081 g012 g017 g081 g051 g051 g051 g051,12,12,verb num verb det name det noun name verb verb verb verb,72148
tangata te haere haere noho vahine tau i i haere he noho,g023 g001 g052 g065 g051 g017 g002 g098 g096 g056 g007 g052,12,12,noun det verb verb verb noun det part part verb det verb,72149
Koihu tangata marama,g081 g030 g017,3,3,name noun noun,72150
ika noho moe tangata ika tangata haere Hotu te vahine,g019 g053 g067 g017 g016 g016 g016 g052 g081 g007 g016,10,11,noun verb verb noun noun noun verb name det noun,72151
tangata vahine tangata mate maui ei tau Maui,g028 g020 g020 g016 g054 g031 g098 g010 g083 g083,8,10,noun noun noun verb noun part det name,72152
na tamaiti a te tua,g097 g027 g001 g001 g008 g048,5,6,part noun det det noun,72153
kite tangata ma na te tangata tomo he ika Hotu i,g053 g053 g024 g024 g020 g100 g001 g017 g052 g001 g018 g091 g097 g097,11,14,verb noun noun part det noun verb det noun name part,72154
na inu i te manu he haere tangata vahine haere,g096 g052 g097 g001 g017 g002 g051 g016 g017 g057,10,10,part verb part det noun det verb noun noun verb,72155
e tau ko puke,g002 g001 g001 g052,4,4,det det det verb,72156
Rongo rima haere tau te noho te mata o Papa i ika,g081 g071 g059 g001 g005 g055 g002 g002 g016 g004 g083 g098 g016,12,13,name num verb det det verb det noun det name part noun,72157
Papa inu tau,g088 g088 g051 g001 g001,3,5,name verb det,72158
tangata ma haere marama he tangata,g031 g096 g061 g016 g004 g024 g024,6,7,noun part verb noun det noun,72159
he tamaiti kai raa maui tangata haere moe inu te he vahine,g002 g049 g049 g055 g018 g017 g020 g051 g051 g057 g003 g001 g001 g016,12,14,det noun verb noun noun noun verb verb verb det det noun,72160
Tane haere te Papa noho rakau mai hahau,g090 g051 g001 g001 g083 g053 g016 g098 g054 g054,8,10,name verb det name verb noun part verb,72161
i te raa ki puke tamaiti tangata i,g096 g096 g004 g016 g101 g051 g051 g017 g017 g096,8,10,part det noun part verb noun noun part,72162
haere he haere Tiki manu Hotu noho tangata vahine Hotu,g051 g002 g052 g083 g017 g088 g051 g025 g025 g025 g025 g082,10,12,verb det verb name noun name verb noun noun name,72163
noho tau te haere tangata vaka moe manu te tangata he,g054 g054 g001 g002 g052 g016 g016 g038 g038 g053 g020 g002 g016 g003,11,14,verb det det verb noun noun verb noun det noun det,72164
he mate Hotu,g013 g053 g082 g082,3,4,det verb name,72165
o te na i tangi he tangata,g003 g001 g001 g099 g056 g003 g003 g016 g016,7,9,det det det part verb det noun,72166
vahine ana mai ki te vahine inu i inu tangata haere tahi,g020 g099 g098 g097 g097 g002 g016 g051 g098 g061 g016 g016 g057 g072,12,14,noun part part part det noun verb part verb noun verb num,72167
tau tamaiti vahine Ngaara te o te tahi matangi vahine haere tau,g007 g017 g016 g016 g081 g006 g001 g011 g074 g028 g020 g053 g053 g008,12,14,det noun noun name det det det num noun noun verb det,72168
i tangata te Koihu o ai haere kai haere tangata,g096 g096 g016 g001 g081 g001 g001 g105 g055 g069 g069 g052 g018,10,13,part noun det name det part verb verb verb noun,72169
vahine ua te ma,g016 g016 g005 g096,4,4,noun noun det part,72170
ora toruteke toru manu rima i he Rongo tahi te ruga ana,g069 g072 g073 g073 g017 g071 g096 g001 g081 g073 g012 g017 g096,12,13,verb num num noun num part det name num det noun part,72171
tangi mata ma,g066 g066 g023 g016 g016,3,5,verb noun noun,72172
tamaiti ai hahau kiko Tuu,g016 g051 g051 g051 g016 g081,5,6,noun verb verb noun name,72173
Hotu Hotu vai te,g081 g081 g081 g025 g010,4,5,name name noun det,72174
ana mai tamaiti,g096 g096 g096 g040,3,4,part part noun,72175
rakau atu ika tau tangata Papa tau inu ihu maunga atu a,g017 g100 g100 g040 g002 g017 g017 g085 g004 g057 g019 g017 g096 g001,12,14,noun part noun det noun name det verb noun noun part det,72176
haere raro haere te Hotu tangata toru,g051 g016 g016 g057 g003 g081 g025 g025 g072 g072,7,10,verb noun verb det name noun num,72177
te ala tuku Hotu atu mai no e he ha vahine vahine,g002 g051 g054 g082 g096 g096 g104 g004 g015 g074 g024 g017,12,12,det verb verb name part part part det det num noun noun,72178
tahi Hina tangata haere he,g072 g086 g040 g051 g011 g011,5,6,num name noun verb det,72179
mai tau he a raa o tangata haere haere i,g096 g002 g009 g101 g016 g016 g010 g018 g051 g052 g100,10,11,part det det part noun det noun verb verb part,72180
Hotu o motu Hotu ka Hotu ha te tahi i te,g084 g006 g016 g081 g081 g003 g081 g071 g001 g073 g073 g096 g001 g001,11,14,name det noun name det name num det num part det,72181
tangata te ma i tangata Hotu tau,g018 g001 g001 g021 g103 g016 g081 g005,7,8,noun det noun part noun name det,72182
o te Hotu kai vahine marama,g097 g003 g081 g059 g038 g016,6,6,part det name verb noun noun,72183
tangata hana tangata noho haere te tau nga tau ma hana,g036 g056 g019 g052 g051 g005 g010 g002 g015 g016 g053,11,11,noun verb noun verb verb det det det det noun verb,72184
kai te hana vahine uta,g060 g008 g051 g021 g016,5,5,verb det verb noun noun,72185
mo ruatekau tangata mate mai,g097 g078 g016 g051 g098 g098,5,6,part num noun verb part,72186
tangata tamaiti moana,g034 g034 g023 g021,3,4,noun noun noun,72187
manu tangata i,g029 g033 g097,3,3,noun noun part,72188
moe i kai moana he o rua haere ma,g055 g096 g052 g016 g016 g006 g003 g071 g051 g096,9,10,verb part verb noun det det num verb part,72189
Matua haere tena ivi raro vahine ala rakau i vai vahine,g084 g056 g001 g025 g025 g020 g020 g058 g018 g018 g097 g016 g025,11,13,name verb det noun noun noun verb noun part noun noun,72190
tua tau tangata te atu te na Hotu,g016 g005 g016 g001 g096 g001 g096 g082,8,8,noun det noun det part det part name,72191
vahine Hotu he haere motu he haere makemake matau i hitu,g016 g083 g005 g051 g025 g004 g053 g053 g056 g049 g049 g099 g071,11,13,noun name det verb noun det verb verb noun part num,72192
Ngaara hare toru rau tamaiti tamaiti ki rima ava ika ana,g088 g023 g071 g019 g016 g016 g102 g074 g018 g018 g016 g019 g019,11,13,name noun num noun noun noun part num noun noun noun,72193
noho kai mate,g051 g057 g051 g051,3,4,verb verb verb,72194
Matua tangata tangata,g084 g084 g016 g026,3,4,name noun noun,72195
kite ki i tamaiti i iva nga he atu tau,g051 g097 g101 g021 g098 g073 g001 g007 g097 g001,10,10,verb part part noun part num det det part det,72196
te tangata Matua Maui i,g011 g011 g037 g084 g084 g081 g081 g098,5,8,det noun name name part,72197
vai kai teia ma,g017 g063 g002 g096,4,4,noun verb det part,72198
mai mua ai ala atu Matua te ma tahi vahine te,g096 g037 g104 g052 g104 g082 g004 g103 g071 g016 g016 g004,11,12,part noun part verb part name det part num noun det,72199
ha ala tangata hitu tangata,g071 g052 g016 g071 g018,5,5,num verb noun num noun,72200
hare i ai huti na kai haere Hotu Rangi,g016 g098 g102 g060 g011 g057 g057 g051 g085 g093,9,10,noun part part verb det verb verb name name,72201
tahi atu ono haere tau te noho tangata Maui,g076 g076 g101 g077 g055 g007 g001 g051 g016 g082,9,10,num part num verb det det verb noun name,72202
tamaiti tahi kai,g017 g074 g060 g060,3,4,noun num verb,72203
haere e a Tangaroa te haere,g063 g063 g001 g001 g006 g085 g004 g051,6,8,verb det det name det verb,72204
Makemake tamaiti he ika Tane ka te Tiki vai,g084 g030 g015 g017 g082 g007 g005 g082 g029,9,9,name noun det noun name det det name noun,72205
hare te i a haere tangata nga atu he tamaiti ora,g016 g001 g096 g096 g051 g017 g017 g001 g001 g099 g014 g020 g051,11,13,noun det part part verb noun det part det noun verb,72206
inu te Hina te tamaiti marama vahine te i tahi,g059 g004 g083 g002 g033 g016 g017 g005 g096 g071,10,10,verb det name det noun noun noun det part num,72207
vaka hana tangata Matua he te kite,g016 g016 g051 g018 g084 g001 g012 g055,7,8,noun verb noun name det det verb,72208
kite hoki ala tangata haere,g056 g054 g059 g042 g051,5,5,verb verb verb noun verb,72209
haere Tuu hongahuru tomo tangata he haere,g067 g085 g085 g071 g052 g021 g021 g001 g058,7,9,verb name num verb noun det verb,72210
hana ika kai haere tamaiti Makemake tahi,g051 g017 g051 g062 g016 g081 g081 g075,7,8,verb noun verb verb noun name num,72211
Ngaara Hotu ki haere mo atu haere ma,g085 g090 g096 g053 g100 g096 g051 g096,8,8,name name part verb part part verb part,72212
toru Rongo Matua i rau tangata kai Tuu,g078 g078 g081 g086 g097 g023 g017 g051 g082 g082,8,10,num name name part noun noun verb name,72213
motu haere tiki te he te Matua tamaiti vahine rua nga,g045 g054 g052 g001 g012 g011 g087 g016 g043 g043 g080 g001,11,12,noun verb verb det det det name noun noun num det,72214
hula inu tangata ora Tuu tangata manu inu hua haere inu noho,g051 g051 g021 g056 g081 g016 g016 g051 g017 g051 g054 g054 g051,12,13,verb verb noun verb name noun noun verb noun verb verb verb,72215
ki i mate Matua,g096 g099 g066 g081,4,4,part part verb name,72216
Matua motu tangata,g091 g020 g039 g039,3,4,name noun noun,72217
inu uta tahi mai inu haere kite huti tangata haere ala,g061 g025 g073 g097 g051 g051 g051 g055 g061 g016 g052 g052,11,12,verb noun num part verb verb verb verb noun verb verb,72218
tahi kite vahine topa vahine Koihu,g071 g061 g020 g069 g021 g021 g081,6,7,num verb noun verb noun name,72219
Rongo ika kai e ua i te tangata i te,g086 g016 g059 g001 g017 g017 g104 g001 g016 g098 g001,10,11,name noun verb det noun part det noun part det,72220
atu tau te haere te tau Hotu mo tamaiti ono,g097 g004 g002 g053 g001 g001 g010 g081 g096 g029 g073,10,11,part det det verb det det name part noun num,72221
ono ma nga moana te e te,g072 g016 g016 g001 g016 g016 g005 g001 g005,7,9,num noun det noun det det det,72222
Ngaara puke ha i kite toruteke manu mo haere ki,g082 g051 g072 g099 g053 g071 g018 g096 g061 g096,10,10,name verb num part verb num noun part verb part,72223
i Matua ana rakau,g100 g088 g099 g016,4,4,part name part noun,72224
vahine te ua,g017 g009 g018,3,3,noun det noun,72225
ha vahine tamaiti maunga tangata pe Matua vai tangata te tekau raa,g072 g072 g016 g017 g017 g016 g016 g096 g082 g082 g017 g025 g001 g072 g016,12,15,num noun noun noun noun part name noun noun det num noun,72226
tangata haere ora tau tangata tangata tau ika pe mate tangata te,g028 g067 g052 g013 g037 g037 g016 g001 g016 g016 g102 g051 g016 g004,12,14,noun verb verb det noun noun det noun part verb noun det,72227
Hotu tiki Tuu mata rua hongahuru haere,g081 g051 g094 g018 g074 g072 g060,7,7,name verb name noun num num verb,72228
Ngaara tena taringa te ala i mo hahau te Tangaroa inu,g081 g010 g018 g005 g052 g096 g096 g051 g007 g084 g058,11,11,name det noun det verb part part verb det name verb,72229
tamaiti ora te tangata tau rua tangata ma o i rau,g024 g051 g003 g016 g001 g072 g016 g016 g096 g097 g017,11,11,noun verb det noun det num noun noun part part noun,72230
ko haere Hotu tua matangi te Hotu Hotu manu,g004 g052 g092 g019 g017 g002 g002 g088 g081 g032,9,10,det verb name noun noun det name name noun,72231
vai Hotu he rima vahine kai tamaiti,g027 g081 g081 g002 g016 g016 g017 g051 g016,7,9,noun name det noun noun verb noun,72232
ika moana tangata,g024 g028 g024,3,3,noun noun noun,72233
tau Hotu ki i mai manu moana,g007 g094 g096 g098 g098 g096 g016 g017,7,8,det name part part part noun noun,72234
vaka matangi Matua te manu Matua e i,g016 g016 g020 g081 g001 g001 g019 g086 g005 g096 g096,8,11,noun noun name det noun name det part,72235
haere vahine te ora vai i tangi tangata,g060 g021 g010 g053 g018 g096 g051 g046,8,8,verb noun det verb noun part verb noun,72236
rimateke i haere Hotu Matua noho,g076 g096 g068 g095 g083 g069 g069,6,7,num part verb name name verb,72237
haere tau ala i tangata Tuu ki a iva vahine tangata,g051 g004 g052 g096 g028 g081 g096 g004 g072 g072 g016 g016 g020,11,13,verb det verb part noun name part det num noun noun,72238
ki na noho tangata haere Hotu haere Hotu matangi Rangi te iva,g098 g096 g068 g017 g017 g060 g088 g052 g083 g016 g082 g005 g071,12,13,part part verb noun verb name verb name noun name det num,72239
manu tangata vahine,g036 g016 g028,3,3,noun noun noun,72240
inu tangata na Tane tekau tangata ai,g062 g018 g096 g096 g083 g074 g016 g016 g054,7,9,verb noun part name num noun verb,72241
i marama te mai tau i i kai a kai na,g097 g097 g018 g001 g096 g006 g006 g097 g098 g051 g006 g051 g096,11,13,part noun det part det part part verb det verb part,72242
vahine tangata i toru tangata tangata i tahi hongahuru noho,g016 g017 g104 g071 g016 g016 g098 g098 g075 g072 g072 g061,10,12,noun noun part num noun noun part num num verb,72243
a Tuu i Hotu te Hotu haere,g003 g082 g096 g081 g002 g081 g060,7,7,det name part name det name verb,72244
nga tahi na tangata manu Hotu,g002 g077 g077 g096 g016 g017 g084,6,7,det num part noun noun name,72245
kite Koihu nga kai e nga raa kai ma o tamaiti i,g063 g082 g001 g056 g056 g001 g001 g001 g019 g052 g096 g001 g025 g101,12,14,verb name det verb det det noun verb part det noun part,72246
tangata te ma te tamaiti ei ei tangata te tangata ihu,g018 g009 g017 g015 g045 g098 g098 g097 g016 g001 g001 g027 g016 g016,11,14,noun det noun det noun part part noun det noun noun,72247
te hahau ki te muri o,g001 g058 g096 g004 g037 g098,6,6,det verb part det noun part,72248
ala ika te i rau ki ika tau i mo tangata,g058 g016 g016 g011 g099 g029 g101 g016 g016 g004 g097 g098 g026,11,13,verb noun det part noun part noun det part part noun,72249
vahine noho he hana te,g045 g054 g002 g051 g001,5,5,noun verb det verb det,72250
inu Hotu hele i tamaiti ora he mai te haere ava,g052 g083 g052 g097 g018 g051 g001 g103 g002 g051 g022,11,11,verb name verb part noun verb det part det verb noun,72251
inu te te Matua Tuu Ngaara nga taringa tangata mai i,g051 g004 g004 g001 g082 g083 g081 g003 g029 g016 g096 g097,11,12,verb det det name name name det noun noun part part,72252
Koihu i nga Makemake Tuu inu te ruga tamaiti rima tahi,g081 g097 g003 g081 g081 g083 g052 g006 g018 g018 g018 g016 g079,11,13,name part det name name verb det noun noun noun num,72253
a i noho tekau i tahi tangata noho Hotu o na,g097 g096 g053 g077 g105 g073 g016 g051 g082 g001 g001 g097,11,12,part part verb num part num noun verb name det part,72254
haere te e tahi noho haere kite,g066 g003 g003 g071 g051 g060 g051,7,7,verb det det num verb verb verb,72255
vahine he ki ua mo,g017 g015 g103 g025 g025 g096,5,6,noun det part noun part,72256
kite te tangata Makemake ei te vahine ora ki,g052 g002 g021 g081 g098 g002 g050 g051 g104,9,9,verb det noun name part det noun verb part,72257
tau Matua Papa Hotu ma,g068 g068 g085 g081 g083 g017,5,6,verb name name name noun,72258
te tamaiti e,g005 g027 g001 g001,3,4,det noun det,72259
hare i tangata,g032 g096 g016,3,3,noun part noun,72260
makemake hitu hele ma tae a haere Hotu noho Makemake he noho,g054 g054 g072 g051 g025 g052 g002 g065 g065 g083 g063 g089 g002 g052,12,14,verb num verb noun verb det verb name verb name det verb,72261
o ma te tangata ra he,g096 g096 g003 g016 g016 g098 g013 g013,6,8,part part det noun part det,72262
tahi matangi mate he tangata matangi mate Tuu raa noho i,g076 g076 g023 g051 g051 g004 g016 g017 g054 g083 g083 g016 g052 g096,11,14,num noun verb det noun noun verb name noun verb part,72263
noho Tuu haere Makemake teia tua te vahine o noho i,g052 g081 g051 g081 g001 g021 g005 g016 g004 g051 g096,11,11,verb name verb name det noun det noun det verb part,72264
Matua na rua Papa ma tangata tangata te ma moe,g085 g096 g072 g072 g087 g096 g022 g019 g001 g025 g057,10,11,name part num name part noun noun det noun verb,72265
te teia tangata tangata i a Hotu matangi kai a,g001 g003 g047 g016 g016 g097 g096 g091 g016 g054 g102,10,11,det det noun noun part part name noun verb part,72266
Matua hare tamaiti tena te tai vahine haere ki vahine,g090 g090 g038 g021 g001 g001 g007 g017 g017 g055 g096 g017 g017,10,13,name noun noun det det noun noun verb part noun,72267
nga i tamaiti Hotu Tuu i i o toru Matua mai noho,g001 g096 g016 g092 g088 g096 g101 g006 g080 g087 g096 g052,12,12,det part noun name name part part det num name part verb,72268
mo te nga toruteke rere i tangata haere i,g100 g100 g008 g007 g077 g051 g096 g016 g051 g096,9,10,part det det num verb part noun verb part,72269
tau kite motu,g004 g051 g051 g039 g039,3,5,det verb noun,72270
Koihu rua maui tai te,g081 g072 g016 g021 g001,5,5,name num noun noun det,72271
Maui ki vahine te Hotu vahine tau ivi Makemake ana,g082 g096 g018 g001 g081 g022 g022 g003 g017 g086 g096,10,11,name part noun det name noun det noun name part,72272
tamaiti noho tangata toru Tiki ava haere,g022 g051 g017 g079 g081 g019 g069 g069,7,8,noun verb noun num name noun verb,72273
matangi toru maui inu tamaiti,g018 g080 g019 g057 g018,5,5,noun num noun verb noun,72274
i tangata Tane manu,g097 g023 g086 g017,4,4,part noun name noun,72275
te maunga Hotu te noho te i,g002 g028 g081 g001 g067 g001 g097,7,7,det noun name det verb det part,72276
te a hongahuru rimateke tangata,g003 g001 g073 g076 g018,5,5,det det num num noun,72277
